domain,profile,caseID,eventID,modelID,estimateStage,motionMode,sampleCount,positionRMSEMeters,positionMedianErrorMeters,positionP95ErrorMeters,velocityRMSEMetersPerSecond,velocityMedianErrorMetersPerSecond,velocityP95ErrorMetersPerSecond
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,ct_ekf,prior,constant_velocity,120,0.807544226178821,0.431346713363661,1.15289660733405,1.23926842800492,0.683548790626775,1.85320778314282
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,ct_ekf,prior,right_turn,120,3.56050669914049,3.54533069357888,4.09283956174712,5.6268260045952,5.58735071402877,6.45138134476466
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,ct_ekf,posterior,constant_velocity,120,0.297110283382605,0.158686247613948,0.424141980984752,0.754668780691421,0.68272942141818,1.09422373731092
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,ct_ekf,posterior,right_turn,120,1.30868854833394,1.3030823836228,1.50383072107017,3.4224204543384,3.39186362399623,3.92084212619947
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,native_imm,prior,constant_velocity,120,0.271416273486801,0.00637615793096497,0.121358942458925,0.602418946991505,3.94918631299733e-05,0.324489679855882
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,native_imm,prior,right_turn,120,0.479230523811245,0.115202483037057,0.357889366880807,0.933866268217929,0.269910250230234,0.667929146827496
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,native_imm,posterior,constant_velocity,120,0.0572100402442751,4.11760613585803e-12,0.0225446125044404,0.306803306912383,3.99680495826378e-12,0.11874011289635
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,native_imm,posterior,right_turn,120,0.131179063915973,0.0198472701191404,0.0490710171998608,0.508970807203136,0.111954423711357,0.271728796621863
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,warm_ukf,prior,constant_velocity,120,93.3031174330905,10.0225704027575,43.0808903694751,31.0646151969641,27.1592646656231,56.4308825029816
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,warm_ukf,prior,right_turn,120,150.810474986272,15.6164336004975,31.2087146773349,43.4569649041629,36.1846401404493,67.0470447543538
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,warm_ukf,posterior,constant_velocity,120,0.0592480664627747,0.050744713966791,0.113780800418744,30.5945146725279,27.073090855478,55.0198203354313
synthetic_canonical,ideal,right_turn__ideal,synthetic_canonical::right_turn__ideal,warm_ukf,posterior,right_turn,120,0.107439665921929,0.104781057830991,0.148102282797827,41.5307705318624,34.2406456876848,65.1599561056522
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,cv_ekf,prior,constant_velocity,120,0.969422172899423,1.9607521965509e-09,0.428256548121936,1.03010847680548,2.96859793227956e-09,0.348929767948462
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,cv_ekf,prior,right_turn,120,38.2248492188641,8.11431138619612,94.666420251486,13.8647967596187,9.15824817086818,31.2340846794933
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,cv_ekf,posterior,constant_velocity,120,0.507086044699801,2.78928621717557e-10,0.165195171413283,0.753689728186981,2.0167684437885e-09,0.231184145915032
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,cv_ekf,posterior,right_turn,120,32.6143549638965,4.12543963603649,79.6979290550293,11.8730295115592,6.57674359844099,28.6595222717195
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ca_ekf,prior,constant_velocity,120,0.983594111420172,1.74747521825328e-05,2.04601584212846,1.31817491486516,2.97355060996429e-05,3.28325700313522
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ca_ekf,prior,right_turn,120,3.85256797938097,0.450868911718492,8.08545572771448,2.04258110886247,0.547736600807648,5.23210068705781
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ca_ekf,posterior,constant_velocity,120,0.460762958485322,4.13710422318777e-06,0.779590201739267,0.912973234440524,1.34840318034134e-05,1.78836673207629
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ca_ekf,posterior,right_turn,120,3.10907260866764,0.22202881750075,6.49153262147832,1.60015427427941,0.37048702890381,4.19648585340303
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ct_ekf,prior,constant_velocity,120,2.65866152585526,0.762844746591682,6.72270866755735,2.01293353275678,0.336512052726358,4.40153128175472
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ct_ekf,prior,right_turn,120,34.0839388786619,6.35645277320389,84.7711179872093,12.1783582528675,7.38644866859252,27.9516266144779
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ct_ekf,posterior,constant_velocity,120,1.83293344573381,0.213812721861261,4.83020160116764,1.58160884198212,0.630419228029556,3.55948557648528
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,ct_ekf,posterior,right_turn,120,29.1269372190392,3.20660097025019,71.376397592108,10.4564697799492,5.26975771149273,25.6487102377736
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,native_imm,prior,constant_velocity,120,0.467278694456781,0.0180529926268979,0.279292786390733,0.772756672212437,0.000182262185074117,0.424362511039059
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,native_imm,prior,right_turn,120,4.78646107535115,0.352942645371961,10.0765881386312,2.28975744847176,0.56161985711204,6.56449281814586
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,native_imm,posterior,constant_velocity,120,0.178766472815514,0.00263361393309242,0.178214480443029,0.469710544016602,2.88819432057673e-05,0.263655273059074
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,native_imm,posterior,right_turn,120,3.89831828358349,0.130046725180196,7.92960428295276,1.80461563605274,0.324801545133775,5.0477392734705
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,warm_ukf,prior,constant_velocity,120,202.892973057772,13.8219413767257,54.7088237083042,29.2725113618239,29.1196528305048,44.7231182104719
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,warm_ukf,prior,right_turn,120,186.893229585336,27.2826134813587,302.324213184159,49.429712076413,48.7457172536352,63.4597795328737
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,warm_ukf,posterior,constant_velocity,120,133.83446524905,4.28474168210414,35.790740780951,28.858094004694,28.5293466663708,42.0511918449281
synthetic_canonical,empirical_timing,right_turn__empirical_timing,synthetic_canonical::right_turn__empirical_timing,warm_ukf,posterior,right_turn,120,69.9018615136424,9.07268022896869,192.726502523939,47.5278127976153,46.8908151899352,61.310306961276
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,cv_ekf,prior,constant_velocity,120,67.4118486224964,41.9033429627552,143.39044812885,11.0787166984119,5.26496815104536,25.7580154413277
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,cv_ekf,prior,right_turn,120,231.303354704447,122.928385453612,572.742762385338,43.4139326754799,38.6610717085449,76.8266951963083
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,cv_ekf,posterior,constant_velocity,120,58.3384747141835,40.6037176226339,121.672452429808,10.0268508599654,5.02270261375837,25.7580154413277
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,cv_ekf,posterior,right_turn,120,213.346315905126,106.849597592199,535.205530772029,41.2971424398507,36.1279721017953,74.3165915649657
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ca_ekf,prior,constant_velocity,120,55.9152518970365,44.6695181283136,102.928542490719,12.891202840264,11.9096280488677,20.5272881538062
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ca_ekf,prior,right_turn,120,46.6794994242939,40.050089219996,81.5265780557457,11.9667663510136,9.41555133991262,22.6959335807744
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ca_ekf,posterior,constant_velocity,120,50.5695423711256,39.695612809384,93.4450057925576,12.0375892423039,10.8081375575118,19.4796456598085
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ca_ekf,posterior,right_turn,120,42.5209279204149,37.2151776877354,72.5596610145811,11.2000536069308,8.98626209704034,21.0370590662014
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ct_ekf,prior,constant_velocity,120,62.9460632875422,39.1226995131137,128.330378074331,11.2361437543929,6.7287789681718,20.6507581783881
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ct_ekf,prior,right_turn,120,212.174828961688,109.119326075957,535.626052836248,39.0711577902142,34.0951341105188,71.5323384601045
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ct_ekf,posterior,constant_velocity,120,55.9838136718016,38.6460577963065,115.340956208607,10.5003735126765,6.17589403155126,19.3791045201533
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,ct_ekf,posterior,right_turn,120,195.767530995301,93.8135755741681,500.697390860633,37.1399730974255,32.0008075087739,69.2072734173639
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,native_imm,prior,constant_velocity,120,57.407349484894,48.7743022290911,96.4861116080355,13.9570645817254,12.304462870918,23.32523464984
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,native_imm,prior,right_turn,120,57.3793415692856,42.6541199511727,114.640478321711,16.1686770608388,11.8650769191619,31.0128803852414
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,native_imm,posterior,constant_velocity,120,52.0191049156039,42.8142372463568,89.8637016636674,13.1314341447198,11.4914030293513,21.9219690592299
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,native_imm,posterior,right_turn,120,52.0881664461365,38.7036472892851,105.585930072271,14.8883626017809,11.1499102034908,28.0366357731312
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,warm_ukf,prior,constant_velocity,120,84.8120977562128,63.7754239276048,137.306271600471,32.2705747281077,29.3382009397314,58.2410156534404
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,warm_ukf,prior,right_turn,120,191.083422055499,93.395022405463,506.737634847776,57.9407439037868,56.7720136677058,81.2813330767298
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,warm_ukf,posterior,constant_velocity,120,72.9413245331912,54.5855519119682,126.229807147813,31.6858487698127,29.2810171881146,58.0590283846137
synthetic_canonical,degraded,right_turn__degraded,synthetic_canonical::right_turn__degraded,warm_ukf,posterior,right_turn,120,168.136401281384,72.5239514340636,425.744067627894,56.0849057588578,54.42871445737,79.1482153512796
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,prior,constant_velocity,99,0.643766559424644,0.000480400794852286,0.673267045731753,0.851356651634896,0.000712936028296696,0.586565022015461
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,prior,forward_acceleration,48,0.700787641497637,0.723892037086135,0.743949213495328,1.11644647253879,1.14149265327352,1.17843423708019
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,prior,left_turn,60,4.28082739581575,4.3928647067426,4.49426413150691,6.80111821984043,6.92264105273596,7.1321336661187
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,prior,vertical_acceleration,33,0.277482432808205,0.296825935293782,0.308852093633843,0.330343843612633,0.344576293001124,0.363302572311215
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,posterior,constant_velocity,99,0.23700590379431,0.000230313108659175,0.247067950142547,0.475989076230947,0.000515250726385474,0.365846570468839
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,posterior,forward_acceleration,48,0.257167139059664,0.265645731173574,0.27300609494686,0.682055552744586,0.691492680222381,0.728434253870609
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,posterior,left_turn,60,1.57235194957426,1.61352130349478,1.65074062065336,4.15005453221498,4.19606759184659,4.40573371761297
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,cv_ekf,posterior,vertical_acceleration,33,0.139794381988325,0.149539551674934,0.155598275365527,0.23741117490586,0.244576293001124,0.263302572311463
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,prior,constant_velocity,99,0.74564441257454,0.0183412597110207,2.00809549072961,1.21908876833962,0.0230814969330357,3.12345357552953
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,prior,forward_acceleration,48,0.174546757805468,0.00168929985727731,0.526181641442466,0.285694514539699,0.0023285792188084,0.828099630544418
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,prior,left_turn,60,0.970318167903873,0.282182660502818,2.95338748541423,1.59249892307135,0.444193728620364,4.86327676997456
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,prior,vertical_acceleration,33,0.161069232586806,0.0425208302953125,0.335734450219369,0.165225731905428,0.0414823304599395,0.349876937075165
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,posterior,constant_velocity,99,0.275645813408273,0.0104761338272063,0.734208880315869,0.784323824369499,0.0238764821286555,2.03305311168388
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,posterior,forward_acceleration,48,0.0641668854554696,0.000621026007031962,0.193431973771658,0.183966674471804,0.00181468923070572,0.593204175204402
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,posterior,left_turn,60,0.354461642380093,0.103803149131254,1.0782882794654,1.01917890295323,0.269443326165961,3.10943429580434
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ca_ekf,posterior,vertical_acceleration,33,0.0917097584129504,0.0239662982125821,0.191719435807569,0.128366717293085,0.033556265748264,0.277850088156317
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,prior,constant_velocity,99,0.640386347458048,0.00962428940712303,0.739382284241692,0.894521245478711,0.00489288731653132,1.1273080713374
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,prior,forward_acceleration,48,0.705130770968405,0.728460180537819,0.748985282494984,1.1199001383106,1.14508873295131,1.18253540544848
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,prior,left_turn,60,4.02408788693019,4.09330422599847,4.47631403121382,6.38201326743514,6.44624054359684,7.10125247965836
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,prior,vertical_acceleration,33,0.607977848503306,0.612371340553557,0.630246754095788,0.904888176866871,0.903896076598772,0.930821393670246
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,posterior,constant_velocity,99,0.236352094132112,0.00354628791995276,0.272210599921306,0.526104635314738,0.00292153502929073,0.753381223202028
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,posterior,forward_acceleration,48,0.259819641987032,0.268415826816272,0.275978734485988,0.685562372106489,0.695088747925444,0.732535428310941
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,posterior,left_turn,60,1.48029606440643,1.50585902819407,1.64633502283092,3.8965666489667,3.90577754310262,4.39505086488476
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,ct_ekf,posterior,vertical_acceleration,33,0.246626351191427,0.250999437674549,0.259207591449247,0.564653760301852,0.564888701359137,0.584952658906429
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,prior,constant_velocity,99,0.350688617478756,0.00417924904834357,0.688986312538654,0.733531221706295,0.000990775802699519,1.14040750543841
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,prior,forward_acceleration,48,0.702453368520668,0.725535309141426,0.746805056252597,1.1070446775805,1.13147583249417,1.17103630864019
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,prior,left_turn,60,0.698253462769766,0.245031426566296,1.65072585316896,1.35221805275408,0.459631066286611,3.83581916970835
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,prior,vertical_acceleration,33,0.309688069783435,0.33288600903139,0.346348692728215,0.343757121380766,0.358979731975819,0.379166512475537
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,posterior,constant_velocity,99,0.0885795387134848,0.000204475793486294,0.207487762046987,0.379697757709454,0.000328207678985185,0.55199690292826
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,posterior,forward_acceleration,48,0.262049652262878,0.270756981066619,0.278557693349487,0.681189135460475,0.690466829554794,0.728441179003625
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,posterior,left_turn,60,0.195589597710182,0.0810006606150467,0.395188214551352,0.74230667001156,0.240586984222281,1.6913313268252
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,native_imm,posterior,vertical_acceleration,33,0.165965891559243,0.178429834962117,0.185625437549632,0.254728738913916,0.262830017640996,0.282846492908678
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,prior,constant_velocity,99,39.0242490475688,12.1101853110853,24.9682657746429,23.8074270688152,13.9851410579283,50.7976176812414
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,prior,forward_acceleration,48,13.3266995233852,11.7699082967956,23.6730705699008,12.3494255846924,11.8671307384061,15.6667112162619
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,prior,left_turn,60,93.8530665383066,17.1575219920292,36.2411278591336,36.6059512128827,37.3029594449216,53.3933507185979
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,prior,vertical_acceleration,33,14.1327712356282,12.1811843691345,22.0230479496435,28.6289561501546,28.7014537895986,35.916224866265
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,posterior,constant_velocity,99,0.0588719094543312,0.0549353611761656,0.0906551078902995,23.2519017452327,13.6330878449064,49.4050725231033
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,posterior,forward_acceleration,48,0.0530650834345537,0.0494082627888854,0.0796616691517129,12.0538328750726,11.5269297874475,15.165300570686
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,posterior,left_turn,60,0.0878942308796642,0.085385554932237,0.123910660208373,35.2055846551284,36.1788268050382,51.3817733381528
synthetic_canonical,ideal,motion_transitions__ideal,synthetic_canonical::motion_transitions__ideal,warm_ukf,posterior,vertical_acceleration,33,0.0564779492216944,0.0551170808062658,0.0771168450988578,28.011564725665,27.3877699834708,34.0871531274925
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,prior,constant_velocity,99,8.42297738938545,0.160567598288254,21.4732686622557,1.84161918776613,0.0161682388137469,4.36577867499786
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,prior,forward_acceleration,48,1.33052068773003,0.759628738858179,2.5791461848609,1.44428664654628,1.22551449003001,2.20125983085158
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,prior,left_turn,60,227.185866555352,26.166229861551,570.792722651713,37.4160161591442,13.645935930168,78.476822836375
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,prior,vertical_acceleration,33,0.625503752820598,0.32906147597291,1.38419243918106,0.455240634278584,0.37747548927504,0.74999537123532
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,posterior,constant_velocity,99,8.20408488744599,0.136315240068143,21.4732686622557,1.55881276066968,0.0161682388137469,4.36577867499786
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,posterior,forward_acceleration,48,0.778076249038398,0.27635787963853,1.59101627694813,1.04915276376684,0.787785723771377,1.75125983548402
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,posterior,left_turn,60,209.833018255609,12.7352705222254,532.326425817021,35.4640383143561,10.9206429759485,75.818047786232
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,cv_ekf,posterior,vertical_acceleration,33,0.434758065984944,0.173917240652392,1.03419475356308,0.366909128163608,0.285648794176735,0.649995371235326
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,prior,constant_velocity,99,14.3901510351005,0.545782068461145,38.7402894138203,4.47547578275124,0.500585732252274,10.1476473959733
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,prior,forward_acceleration,48,0.237226752846862,0.00818073793265642,0.557110081998621,0.343486538140013,0.00754398101794868,0.980132445184353
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,prior,left_turn,60,121.838069653608,12.5235235396787,303.391199619718,20.1547056413736,10.6024785575553,42.7295715375733
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,prior,vertical_acceleration,33,0.256924386802634,0.102172869174843,0.552061883026773,0.216649702836058,0.066344866104429,0.482113173446393
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,posterior,constant_velocity,99,13.9679522742689,0.192483133657276,38.7402894138203,4.02086468741056,0.417872772177323,9.69764304728336
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,posterior,forward_acceleration,48,0.100499436736527,0.00351272567061575,0.189662128291693,0.232204263138312,0.00633036736231289,0.6570381452646
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,posterior,left_turn,60,112.189412557357,5.83196202594676,282.613957389077,19.0875470168434,8.60408177836852,41.1780521159544
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ca_ekf,posterior,vertical_acceleration,33,0.16270616627492,0.061253855108943,0.336587733412576,0.174370982849639,0.0518724094945417,0.384234008339344
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,prior,constant_velocity,99,9.19542920156275,1.19697607663681,21.7555235880816,2.06349645325122,1.44364699743121,4.10055477936621
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,prior,forward_acceleration,48,1.33595151203517,0.764481403504145,2.58656961747182,1.44767737363407,1.23010942097752,2.20455238745823
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,prior,left_turn,60,224.671789751606,25.4451140718287,564.477438335791,36.9097980092311,12.8250223245298,77.6069696006751
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,prior,vertical_acceleration,33,1.64375621093369,0.663573793721179,3.61875432283376,1.33135354445873,1.03700661061538,2.20026280417164
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,posterior,constant_velocity,99,8.8304239299643,0.606339071588713,21.512613576937,1.80380085109353,1.13292252683464,3.74261236834679
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,posterior,forward_acceleration,48,0.78191180611485,0.27956838463548,1.59679342894183,1.05246753761628,0.791609928579038,1.75455238943253
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,posterior,left_turn,60,207.518653086649,12.3156344903765,526.440041354768,35.0115061179733,10.2256430107237,74.9770960320475
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,ct_ekf,posterior,vertical_acceleration,33,1.0979142896523,0.278214139012525,2.60546439603661,1.0144416643575,0.707954103863184,1.86515505220101
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,prior,constant_velocity,99,8.37615362566665,0.221505415855919,21.3924023670164,2.98233318661331,0.0192765521915949,6.19275697635667
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,prior,forward_acceleration,48,1.31272446525414,0.748089465866817,2.48400943227781,1.42443470252226,1.20706375003637,2.13531233889923
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,prior,left_turn,60,93.7023630535663,7.15437658686499,240.994287202804,16.8150881527216,4.79956647197821,38.1026371202201
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,prior,vertical_acceleration,33,0.604948291014192,0.360820544090322,1.30668224502149,0.443417037544114,0.379584952713537,0.723734228365997
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,posterior,constant_velocity,99,7.84493441672345,0.143636760694284,20.825779453201,2.48405076190322,0.018488374827899,3.76436897985848
synthetic_canonical,empirical_timing,motion_transitions__empirical_timing,synthetic_canonical::motion_transitions__empirical_timing,native_imm,posterior,forward_acceleration,48,0.768893188655595,0.279221933246968,1.52901937469298,1.03569070291705,0.770893162543011,1.69494765241128
