modelID,split,groupDimension,groupName,weighting,sampleCount,eventCount,positionRMSEMeters,velocityRMSEMetersPerSecond,positionMedianErrorMeters,velocityMedianErrorMetersPerSecond,positionP95ErrorMeters,velocityP95ErrorMetersPerSecond
expanded_scratch_mean_v1,test,update_regime,regular_update,independent_event_weighted,90575,2768,20.8202120707605,3.83324122286332,11.8556381390964,0.353324784973759,37.1848751633331,3.28883225000046
expanded_warm_mean_v1,test,update_regime,regular_update,pair_weighted,90575,2768,13.8207220169481,2.73473994716059,9.71912399477488,0.221263027154832,25.2984967828778,1.93291230418619
expanded_warm_mean_v1,test,update_regime,regular_update,independent_event_weighted,90575,2768,19.2745151326332,3.82591754922896,11.6370853720852,0.312019343953322,32.2891309224757,3.27031240875678
constvel,test,update_regime,sparse_update,pair_weighted,2949,2345,120.251517394736,12.291240609213,18.5218533335339,1.13751145839433,123.24390409665,18.5352299682539
constvel,test,update_regime,sparse_update,independent_event_weighted,2949,2345,120.003542691796,11.1435354525238,18.2725551106086,1.1552127936043,122.135454568849,19.8384970027847
legacy_stage3a_v1,test,update_regime,sparse_update,pair_weighted,2949,2345,1080.97179374082,12.7848629675786,641.305937484782,2.71952135809391,2268.36607413212,19.8554755769042
legacy_stage3a_v1,test,update_regime,sparse_update,independent_event_weighted,2949,2345,1059.98093207445,11.6743046737349,628.118371715867,2.72420158242556,2204.3406433169,20.2712409412595
expanded_scratch_mean_v1,test,update_regime,sparse_update,pair_weighted,2949,2345,137.713789931026,12.1778335262633,45.9296696974887,2.05331160830714,194.960152426857,18.3452452382147
expanded_scratch_mean_v1,test,update_regime,sparse_update,independent_event_weighted,2949,2345,137.241219320117,10.9463119233204,44.852205786912,2.02526275942793,190.486209461372,19.3471049427299
expanded_warm_mean_v1,test,update_regime,sparse_update,pair_weighted,2949,2345,134.398436918342,12.1844969240576,44.6918166342082,1.97442824545626,191.182497198103,18.4883349737053
expanded_warm_mean_v1,test,update_regime,sparse_update,independent_event_weighted,2949,2345,134.782075534224,11.0025639416049,43.6593220522746,1.9735095095788,187.285173747077,18.9796250335567
constacc,validation,native_maneuver_baseline,constacc_like,pair_weighted,16896,9525,8.26459594357793,1.23264300779484,5.48227358416741,0.413690554212567,15.681095856004,2.02036193264086
constacc,validation,native_maneuver_baseline,constacc_like,independent_event_weighted,16896,9525,8.67049084770619,1.37917484074226,5.59555242883056,0.448678067912674,16.4972871153423,2.08769533056089
constvel,validation,native_maneuver_baseline,constacc_like,pair_weighted,16896,9525,8.25806486243876,1.03409923751855,5.50687381644569,0.514444400000012,15.8234092895951,1.89283324800041
constvel,validation,native_maneuver_baseline,constacc_like,independent_event_weighted,16896,9525,8.62524367526663,1.04341417753018,5.61261828313969,0.51444439999999,16.697196111136,1.84297060577336
legacy_stage3a_v1,validation,native_maneuver_baseline,constacc_like,pair_weighted,16896,9525,101.380323752446,1.12059529875914,27.8632523997614,0.565169965495904,228.080538702779,2.16470631568833
legacy_stage3a_v1,validation,native_maneuver_baseline,constacc_like,independent_event_weighted,16896,9525,111.00750307048,1.14618648375249,27.1689292040132,0.52316007165267,270.060688402287,2.20628867596952
expanded_scratch_mean_v1,validation,native_maneuver_baseline,constacc_like,pair_weighted,16896,9525,14.4667288728285,1.05451262222253,9.39795232044337,0.517613657546877,29.0426654124807,1.99846753904506
expanded_scratch_mean_v1,validation,native_maneuver_baseline,constacc_like,independent_event_weighted,16896,9525,15.0899046007212,1.06478259353742,9.55889052678846,0.486916868019623,30.3506873497569,2.00300676706363
expanded_warm_mean_v1,validation,native_maneuver_baseline,constacc_like,pair_weighted,16896,9525,13.6708226298119,1.03272280875285,9.45008612488435,0.495741578973285,26.2565640309729,1.94756754777501
expanded_warm_mean_v1,validation,native_maneuver_baseline,constacc_like,independent_event_weighted,16896,9525,14.1274146606849,1.03978838870294,9.51702386979525,0.461943715135883,27.2329092996943,1.9200322916484
constturn,validation,native_maneuver_baseline,constturn_like,pair_weighted,2075,1338,19.7592057311918,13.3570011652956,5.12862791043111,0.850991434597993,14.132886532305,3.47222535328439
constturn,validation,native_maneuver_baseline,constturn_like,independent_event_weighted,2075,1338,18.5800743378808,12.4469452500205,5.03453227793541,0.948641855309242,14.1606791400917,3.40652812541917
constvel,validation,native_maneuver_baseline,constturn_like,pair_weighted,2075,1338,17.6823643961921,14.215909850769,5.48058349086203,2.17205862688633,15.3321796097607,7.23628381484835
constvel,validation,native_maneuver_baseline,constturn_like,independent_event_weighted,2075,1338,15.3100855955319,12.5580037973376,5.30910068113118,1.87362633827018,15.0125877610094,6.28200461859239
legacy_stage3a_v1,validation,native_maneuver_baseline,constturn_like,pair_weighted,2075,1338,57.8014695694531,14.2028989049285,25.7055981129026,2.12966578252088,116.625410518851,7.29525080994381
legacy_stage3a_v1,validation,native_maneuver_baseline,constturn_like,independent_event_weighted,2075,1338,56.3725418130262,12.5505507757186,23.031232889237,1.87119321532454,116.449790184124,6.15788043318013
expanded_scratch_mean_v1,validation,native_maneuver_baseline,constturn_like,pair_weighted,2075,1338,19.9935000427594,14.1657126553797,9.04516922416443,2.07566372585393,24.1602931738611,7.05584011214806
expanded_scratch_mean_v1,validation,native_maneuver_baseline,constturn_like,independent_event_weighted,2075,1338,17.5057695609977,12.5158513950829,8.46550978703554,1.80730112633065,23.0362983128025,5.95425108329317
expanded_warm_mean_v1,validation,native_maneuver_baseline,constturn_like,pair_weighted,2075,1338,19.7559696400489,14.1889852607754,9.0110814069996,2.12921474085662,25.6861550334476,7.24428303267976
expanded_warm_mean_v1,validation,native_maneuver_baseline,constturn_like,independent_event_weighted,2075,1338,17.7607269944906,12.5346493170032,8.80511187760253,1.85125418943685,24.2344310467832,6.02594993226831
constacc,test,native_maneuver_baseline,constacc_like,pair_weighted,17890,10340,8.52405122790102,1.10438524284866,5.67800742325478,0.397253282644802,16.388371424024,2.08363732104104
constacc,test,native_maneuver_baseline,constacc_like,independent_event_weighted,17890,10340,8.76875149847846,1.14205403294733,5.82291639690045,0.422376307274828,16.8988240956009,2.09644101953286
constvel,test,native_maneuver_baseline,constacc_like,pair_weighted,17890,10340,8.55141941688976,1.01298182575242,5.67739559058515,0.514444400000001,16.388371424024,1.95380069223122
constvel,test,native_maneuver_baseline,constacc_like,independent_event_weighted,17890,10340,8.8031678495611,1.00917725243274,5.82906612584777,0.514217611685255,16.9238048257504,1.82000863562053
legacy_stage3a_v1,test,native_maneuver_baseline,constacc_like,pair_weighted,17890,10340,102.924440921856,1.10862883208674,28.2547569723829,0.533356271883392,225.275279443367,2.21911245512498
legacy_stage3a_v1,test,native_maneuver_baseline,constacc_like,independent_event_weighted,17890,10340,112.902276871505,1.11225545744118,27.8999022562937,0.509994672696723,268.272931749035,2.1867633458695
expanded_scratch_mean_v1,test,native_maneuver_baseline,constacc_like,pair_weighted,17890,10340,14.7760720791395,1.03892493718614,9.76499692690045,0.493620570521413,28.8455812956009,2.03457106111519
expanded_scratch_mean_v1,test,native_maneuver_baseline,constacc_like,independent_event_weighted,17890,10340,15.270962967025,1.02856764202098,9.97168268360076,0.465883930859614,29.9429022426357,1.94992388634492
expanded_warm_mean_v1,test,native_maneuver_baseline,constacc_like,pair_weighted,17890,10340,14.1253303227151,1.01380797009576,9.99853410918682,0.472017415282759,26.1124186743498,2.0101550749466
expanded_warm_mean_v1,test,native_maneuver_baseline,constacc_like,independent_event_weighted,17890,10340,14.4394311797467,1.00479246638705,10.0372645638847,0.441104865719186,26.993384578633,1.94779276215811
constturn,test,native_maneuver_baseline,constturn_like,pair_weighted,2164,1242,16.0231510542683,17.2197405305927,5.58595812496424,0.783318206214551,16.4827827550772,3.70282994452239
constturn,test,native_maneuver_baseline,constturn_like,independent_event_weighted,2164,1242,11.7033753630797,11.5248124606805,5.44648107254148,0.922757581116157,15.6052879406093,3.40433469646668
constvel,test,native_maneuver_baseline,constturn_like,pair_weighted,2164,1242,14.3884311006153,15.3699509502527,6.09045833011384,2.3433384655506,20.4480501362673,8.17714555514016
constvel,test,native_maneuver_baseline,constturn_like,independent_event_weighted,2164,1242,11.2935544409897,10.6522358569396,5.73988337109617,1.99570951500602,17.5180362711032,6.17129885161001
legacy_stage3a_v1,test,native_maneuver_baseline,constturn_like,pair_weighted,2164,1242,62.1140364363503,15.3764445266467,28.2694610507993,2.30964628173007,135.305506453834,8.21166854991923
legacy_stage3a_v1,test,native_maneuver_baseline,constturn_like,independent_event_weighted,2164,1242,55.3609150841907,10.6530802815251,25.2223815987876,1.98174948741744,114.222621799165,6.28698602997807
expanded_scratch_mean_v1,test,native_maneuver_baseline,constturn_like,pair_weighted,2164,1242,17.5225428817039,15.3328435947985,9.3678665932145,2.24063889035154,28.0962103706507,7.93258513243044
expanded_scratch_mean_v1,test,native_maneuver_baseline,constturn_like,independent_event_weighted,2164,1242,14.618557402164,10.6259139015708,8.6894857120995,1.92036642570883,25.6304224916057,6.06128105162917
expanded_warm_mean_v1,test,native_maneuver_baseline,constturn_like,pair_weighted,2164,1242,17.4604537035622,15.3479788502216,9.49060621917982,2.28906592833038,26.7067736776859,8.03322922506867
expanded_warm_mean_v1,test,native_maneuver_baseline,constturn_like,independent_event_weighted,2164,1242,14.5194470180563,10.6338078692356,8.90738455781273,1.97766142451458,24.1004877995458,6.24063324256845
