domain,profile,comparisonFamily,modelID,weighting,caseID,targetReference,sampleCount,eventCount,positionRMSEMeters,positionMedianErrorMeters,positionP95ErrorMeters,velocityRMSEMetersPerSecond,velocityMedianErrorMetersPerSecond,velocityP95ErrorMetersPerSecond,referencePositionRMSEMeters,positionRMSEChangePercent,referenceVelocityRMSEMetersPerSecond,velocityRMSEChangePercent
real_adsb,random_dropout_10,same_information,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,84302,887,28.4190450326825,10.1772864170754,30.763636411678,3.30231205178987,0.253764389835538,2.52985692370817,27.469077219258,3.45831716821745,3.45315587854865,-4.36828895260228
real_adsb,random_dropout_10,same_information,constvel,pair_weighted,all,next_retained_adsb_observation,84302,887,23.2949135100595,6.05547704213018,20.6137877012972,3.31599896934408,0.193707055258597,2.39632139119041,23.3028475335465,-0.0340474419514117,3.46727539825498,-4.36297702187226
real_adsb,random_dropout_10,causal_history,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,83415,831,27.7362700340216,10.1420882567018,30.3283375390636,3.28368919694611,0.251926822484607,2.48452632658848,26.854334755323,3.284144949909,3.4402354804192,-4.55045255954444
real_adsb,random_dropout_10,causal_history,constvel,pair_weighted,all,next_retained_adsb_observation,83415,831,22.636540089022,6.03931211654946,20.3635666966583,3.29968386521761,0.191895940117798,2.36667286875867,22.7300820131981,-0.41153359729095,3.45602244750232,-4.5236564478247
real_adsb,random_dropout_10,causal_history,constacc,pair_weighted,all,next_retained_adsb_observation,83415,831,49.8194637883209,6.01437583323284,19.9103084968224,7.11337659915631,0.193874533735805,2.04963782592336,63.2366586038771,-21.2174316476829,7.9533610831734,-10.5613774507763
real_adsb,random_dropout_10,causal_history,constturn,pair_weighted,all,next_retained_adsb_observation,83415,831,17.3008160669641,6.02181517391836,20.000185713716,3.16320153861062,0.20130775397393,2.01543162100469,16.0392496558375,7.86549519582661,3.24541434586224,-2.53319910773276
real_adsb,random_dropout_25,same_information,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,70453,887,34.4689538459682,10.6516628817632,34.8128574714535,3.55096452676693,0.290400408710826,2.91787936581219,27.469077219258,25.4827512800568,3.45315587854865,2.83244231243319
real_adsb,random_dropout_25,same_information,constvel,pair_weighted,all,next_retained_adsb_observation,70453,887,29.0452970286999,6.20955859374809,21.9168289277829,3.56862416919515,0.229827001827412,2.73265625367028,23.3028475335465,24.6426943612217,3.46727539825498,2.92300897099737
real_adsb,random_dropout_25,causal_history,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,69566,817,33.2343936349323,10.601528140394,33.8972197196422,3.50220080913533,0.287986090693285,2.85577142138083,26.854334755323,23.758022448665,3.4402354804192,1.80119439697705
real_adsb,random_dropout_25,causal_history,constvel,pair_weighted,all,next_retained_adsb_observation,69566,817,27.8479471714415,6.18815134356925,21.4990351986213,3.52237104113973,0.227413099331565,2.67823077635678,22.7300820131981,22.5158235472785,3.45602244750232,1.91979637416303
real_adsb,random_dropout_25,causal_history,constacc,pair_weighted,all,next_retained_adsb_observation,69566,817,75.0556439511445,6.15822176260955,20.991132257712,7.91118380103331,0.230319726720948,2.37952647112328,63.2366586038771,18.6900851629482,7.9533610831734,-0.530307648540329
real_adsb,random_dropout_25,causal_history,constturn,pair_weighted,all,next_retained_adsb_observation,69566,817,19.6715852539495,6.16510379048307,21.0532519964509,3.14607251710362,0.238058571299245,2.33700007530485,16.0392496558375,22.6465431741064,3.24541434586224,-3.06099062159108
real_adsb,burst_outage,same_information,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,74646,887,102.758460243273,10.0226211586357,31.6055128484574,4.07534875646526,0.236713432357077,2.60539172049587,27.469077219258,274.087776677228,3.45315587854865,18.0180941666069
real_adsb,burst_outage,same_information,constvel,pair_weighted,all,next_retained_adsb_observation,74646,887,102.845377930213,6.05430374838504,21.315919291017,4.08875946446642,0.178497240001029,2.413438790962,23.3028475335465,341.342534564317,3.46727539825498,17.924277561691
real_adsb,burst_outage,causal_history,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,73759,784,102.962328179065,9.97692042166502,30.8630625102848,3.92405186646746,0.234383112610203,2.53922776861905,26.854334755323,283.410459120221,3.4402354804192,14.0634671318867
real_adsb,burst_outage,causal_history,constvel,pair_weighted,all,next_retained_adsb_observation,73759,784,103.126780553542,6.03709579748895,20.9408404676879,3.93455780271997,0.176594965026625,2.37503903081424,22.7300820131981,353.701753005827,3.45602244750232,13.8464191852544
real_adsb,burst_outage,causal_history,constacc,pair_weighted,all,next_retained_adsb_observation,73759,784,254.693504911133,6.01715708544972,20.6565243415101,7.66849043654535,0.176179459575172,2.01750792968987,63.2366586038771,302.762433269234,7.9533610831734,-3.58176428366552
real_adsb,burst_outage,causal_history,constturn,pair_weighted,all,next_retained_adsb_observation,73759,784,198.146516011485,6.02102527444841,20.6735037973958,4.49808075852186,0.183646777038374,1.97525849806825,16.0392496558375,1135.3851973329,3.24541434586224,38.5980426276453
