domain,profile,comparisonFamily,modelID,weighting,caseID,targetReference,sampleCount,eventCount,positionRMSEMeters,positionMedianErrorMeters,positionP95ErrorMeters,velocityRMSEMetersPerSecond,velocityMedianErrorMetersPerSecond,velocityP95ErrorMetersPerSecond
real_adsb,random_dropout_25,same_information,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,70453,887,34.4689538459682,10.6516628817632,34.8128574714535,3.55096452676693,0.290400408710826,2.91787936581219
real_adsb,random_dropout_25,same_information,expanded_warm_mean_v1,independent_event_weighted,all,next_retained_adsb_observation,70453,887,82.4643524364852,13.7666853820522,84.5849107480735,9.96647873080796,0.42726282795701,6.59284540144753
real_adsb,random_dropout_25,same_information,constvel,pair_weighted,all,next_retained_adsb_observation,70453,887,29.0452970286999,6.20955859374809,21.9168289277829,3.56862416919515,0.229827001827412,2.73265625367028
real_adsb,random_dropout_25,same_information,constvel,independent_event_weighted,all,next_retained_adsb_observation,70453,887,76.2013080900623,7.72987742327742,43.3193513112589,10.0071620130586,0.32009759339637,5.27610511834118
real_adsb,random_dropout_25,causal_history,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,69566,817,33.2343936349323,10.601528140394,33.8972197196422,3.50220080913533,0.287986090693285,2.85577142138083
real_adsb,random_dropout_25,causal_history,expanded_warm_mean_v1,independent_event_weighted,all,next_retained_adsb_observation,69566,817,86.8413687024804,12.863072240591,74.1268929702713,11.5740878790246,0.385147206830699,5.64513421012478
real_adsb,random_dropout_25,causal_history,constvel,pair_weighted,all,next_retained_adsb_observation,69566,817,27.8479471714415,6.18815134356925,21.4990351986213,3.52237104113973,0.227413099331565,2.67823077635678
real_adsb,random_dropout_25,causal_history,constvel,independent_event_weighted,all,next_retained_adsb_observation,69566,817,81.4949920636303,7.35791154609744,37.3582430761769,11.6514110746502,0.300077274834159,4.59244959486978
real_adsb,random_dropout_25,causal_history,constacc,pair_weighted,all,next_retained_adsb_observation,69566,817,75.0556439511445,6.15822176260955,20.991132257712,7.91118380103331,0.230319726720948,2.37952647112328
real_adsb,random_dropout_25,causal_history,constacc,independent_event_weighted,all,next_retained_adsb_observation,69566,817,280.262021914335,7.29599508811281,35.2535100728313,29.7581315708182,0.24450185113312,4.13403237344984
real_adsb,random_dropout_25,causal_history,constturn,pair_weighted,all,next_retained_adsb_observation,69566,817,19.6715852539495,6.16510379048307,21.0532519964509,3.14607251710362,0.238058571299245,2.33700007530485
real_adsb,random_dropout_25,causal_history,constturn,independent_event_weighted,all,next_retained_adsb_observation,69566,817,52.0867693964019,7.35054463130934,35.5425892666971,8.85579203587537,0.299965401582729,3.75331977371968
real_adsb,burst_outage,same_information,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,74646,887,102.758460243273,10.0226211586357,31.6055128484574,4.07534875646526,0.236713432357077,2.60539172049587
real_adsb,burst_outage,same_information,expanded_warm_mean_v1,independent_event_weighted,all,next_retained_adsb_observation,74646,887,111.618298476082,13.3910068403392,96.3979056088908,11.3828660152617,0.38872892928621,7.19255976685239
real_adsb,burst_outage,same_information,constvel,pair_weighted,all,next_retained_adsb_observation,74646,887,102.845377930213,6.05430374838504,21.315919291017,4.08875946446642,0.178497240001029,2.413438790962
real_adsb,burst_outage,same_information,constvel,independent_event_weighted,all,next_retained_adsb_observation,74646,887,106.146867956853,7.69612599764171,47.14890735673,11.4758755245279,0.294510958156062,5.38683270487046
real_adsb,burst_outage,causal_history,expanded_warm_mean_v1,pair_weighted,all,next_retained_adsb_observation,73759,784,102.962328179065,9.97692042166502,30.8630625102848,3.92405186646746,0.234383112610203,2.53922776861905
real_adsb,burst_outage,causal_history,expanded_warm_mean_v1,independent_event_weighted,all,next_retained_adsb_observation,73759,784,119.603797981787,12.4346199599915,75.7929507246441,11.6007090486934,0.337162669661329,5.26266140929271
real_adsb,burst_outage,causal_history,constvel,pair_weighted,all,next_retained_adsb_observation,73759,784,103.126780553542,6.03709579748895,20.9408404676879,3.93455780271997,0.176594965026625,2.37503903081424
real_adsb,burst_outage,causal_history,constvel,independent_event_weighted,all,next_retained_adsb_observation,73759,784,115.756259981583,7.25539019493492,39.1576925212189,11.6596709075058,0.256909568708049,4.32549879030262
real_adsb,burst_outage,causal_history,constacc,pair_weighted,all,next_retained_adsb_observation,73759,784,254.693504911133,6.01715708544972,20.6565243415101,7.66849043654535,0.176179459575172,2.01750792968987
real_adsb,burst_outage,causal_history,constacc,independent_event_weighted,all,next_retained_adsb_observation,73759,784,213.53989895816,7.23674261686648,39.8626471998665,18.5080121952673,0.216335580498695,4.04700270626809
real_adsb,burst_outage,causal_history,constturn,pair_weighted,all,next_retained_adsb_observation,73759,784,198.146516011485,6.02102527444841,20.6735037973958,4.49808075852186,0.183646777038374,1.97525849806825
real_adsb,burst_outage,causal_history,constturn,independent_event_weighted,all,next_retained_adsb_observation,73759,784,140.232650687687,7.23888411942074,39.855773563404,8.48570565766404,0.258428653395651,3.7355031919843
